OID,Seal,Year,Month,Day,X,Y,Zone
432,1,2003,2,3,1756877.35433,-371299.758973,Kara Sea
433,1,2003,2,3,1765536.88227,-357063.715205,Kara Sea
434,1,2003,2,3,1769919.65518,-354200.282583,Kara Sea
435,1,2003,2,7,1642828.3747,-1492240.23088,Barents Sea
436,2,2003,2,13,1758586.42722,-363118.888509,Kara Sea
437,1,2003,2,19,1752174.90578,-878699.200054,Kara Sea
438,1,2003,2,22,1765120.22473,-359117.76848,Kara Sea
439,1,2003,3,3,1702678.43524,-534131.057473,Kara Sea
440,1,2003,4,14,1757915.19093,-1357854.62383,Barents Sea
441,1,2003,4,14,1712015.83763,-1121023.1661,Kara Sea
442,1,2003,4,14,1595880.24079,-1035057.24556,Kara Sea
443,1,2003,4,17,1816239.85361,-1346401.1857,Barents Sea
444,2,2003,4,17,1828707.80951,-1147887.65538,Barents Sea
445,1,2003,4,30,1730604.11494,-1386475.3394,Barents Sea
446,1,2003,4,30,1828761.48836,-1354859.50344,Barents Sea
447,1,2003,4,30,1829211.95847,-1351076.91654,Barents Sea
448,1,2003,5,1,1461468.38228,-1137039.48753,Barents Sea
449,1,2003,5,1,1314717.57798,-915455.068019,Barents Sea
450,1,2004,4,28,1276911.87857,-1068926.89815,Barents Sea
451,1,2004,4,28,1277036.77835,-1065876.33022,Barents Sea
452,1,2004,4,28,1276959.90201,-1060152.53624,Barents Sea
453,1,2004,4,30,1491569.3689,-312963.772244,Kara Sea
454,1,2004,5,1,1735999.81809,-405044.612613,Kara Sea
455,5,2004,5,1,1735120.39009,-400584.105845,Kara Sea
456,1,2004,5,1,1735353.14683,-399574.585987,Kara Sea
457,1,2004,5,1,1735701.18062,-398060.052727,Kara Sea
458,8,2004,5,1,1734229.68497,-396129.90432,Kara Sea
459,1,2004,5,1,1733099.56258,-392690.379014,Kara Sea
460,13,2004,5,1,1731962.79418,-389256.022669,Kara Sea
461,2,2004,5,1,1732639.53583,-386232.586005,Kara Sea
462,1,2004,5,1,1731267.15252,-383812.687322,Kara Sea
463,1,2004,5,1,1731490.15269,-382805.412024,Kara Sea
464,1,2004,5,1,1729891.55785,-381396.521599,Kara Sea
465,1,2004,5,1,1730113.15259,-380390.046998,Kara Sea
466,5,2004,5,1,1722208.8062,-363972.882379,Kara Sea
467,1,2004,5,2,1405090.52166,-334307.887535,Kara Sea
468,1,2004,5,2,1558977.9545,-297860.966445,Kara Sea
469,1,2004,5,2,1561062.44802,-296847.454768,Kara Sea
470,1,2004,5,2,1561406.78891,-295030.875598,Kara Sea
471,2,2004,5,2,1563318.26563,-294921.091997,Kara Sea
472,1,2004,5,2,1563318.26563,-294921.091997,Kara Sea
473,1,2004,5,2,1565657.00341,-292533.387849,Kara Sea
474,1,2004,5,2,1571154.2665,-283167.123154,Kara Sea
475,1,2004,5,2,1589172.31206,-277354.968172,Kara Sea
476,2,2004,5,2,1592996.0532,-277067.417803,Kara Sea
477,1,2004,5,2,1595149.15119,-275530.101329,Kara Sea
478,1,2004,5,2,1596981.01094,-275846.518449,Kara Sea
479,4,2004,5,2,1599053.32549,-274767.614496,Kara Sea
480,1,2004,5,9,1409942.97664,-454493.498094,Kara Sea
481,1,2004,5,11,1310064.40487,-523988.378049,Kara Sea
482,1,2004,5,11,1310064.40487,-523988.378049,Kara Sea
483,1,2005,1,3,1695157.00652,-646752.573144,Kara Sea
484,1,2005,1,3,1693278.65672,-635899.521653,Kara Sea
485,1,2005,1,3,1696219.9172,-628011.786067,Kara Sea
486,1,2005,1,6,1724783.47517,-419925.392645,Kara Sea
487,1,2005,1,6,1734535.9291,-403107.311569,Kara Sea
488,1,2005,1,6,1735816.89816,-397555.140886,Kara Sea
489,1,2005,1,6,1749659.95336,-378289.871968,Kara Sea
490,1,2005,1,7,1700378.48114,-553580.343432,Kara Sea
491,1,2005,1,8,1788984.74067,-334260.802881,Kara Sea
492,1,2005,2,11,1843657.84117,-1308605.79373,Barents Sea
493,22,2005,2,14,1838520.56855,-1157031.4407,Barents Sea
494,2,2005,2,15,1696475.68826,-684272.859532,Kara Sea
495,1,2005,2,15,1695820.54816,-665723.176183,Kara Sea
496,3,2005,2,15,1693105.6294,-657279.057871,Kara Sea
497,7,2005,2,17,1716399.96745,-481380.990856,Kara Sea
498,1,2005,2,17,1727904.07375,-438296.724314,Kara Sea
499,3,2005,2,17,1730424.72478,-428236.825248,Kara Sea
500,1,2005,2,19,1605009.72708,-578894.065361,Kara Sea
501,1,2005,2,19,1607255.96324,-567055.412155,Kara Sea
502,4,2005,2,19,1660610.67637,-512457.284527,Kara Sea
503,2,2005,2,21,1652982.46292,-524356.924184,Kara Sea
504,2,2005,2,21,1684775.77282,-476743.489225,Kara Sea
505,1,2005,3,1,1621913.00288,-702985.003064,Kara Sea
506,1,2005,3,1,1617883.0173,-683975.21076,Kara Sea
507,1,2005,3,1,1598106.07169,-613455.445095,Kara Sea
508,3,2005,3,2,1791822.64836,-1118206.11047,Kara Sea
509,3,2005,3,4,1852817.29035,-1187205.5504,Barents Sea
510,3,2005,3,4,1797667.40289,-1137170.19392,Kara Sea
511,9,2005,3,5,1653744.4184,-807776.36326,Kara Sea
512,29,2005,3,5,1608738.54111,-691168.623094,Kara Sea
513,1,2005,3,7,1778672.96689,-348424.482741,Kara Sea
514,1,2005,3,7,1795637.74661,-339289.274519,Kara Sea
515,1,2005,3,7,1815852.98727,-332725.414111,Kara Sea
516,9,2005,3,8,1662887.35016,-492043.562442,Kara Sea
517,1,2005,3,10,1780521.43109,-1125598.92385,Kara Sea
518,2,2005,3,11,1598681.03157,-647532.482908,Kara Sea
519,2,2005,3,13,1823921.40746,-1221008.95926,Barents Sea
520,1,2005,3,16,1823921.40746,-1221008.95926,Barents Sea
521,1,2005,5,6,1447957.56177,-338282.558145,Kara Sea
522,1,2005,5,6,1486179.20941,-292923.856445,Kara Sea
523,1,2005,5,11,1328177.91671,-465121.291539,Kara Sea
524,1,2005,5,11,1373078.83781,-397617.232238,Kara Sea
525,1,2005,5,11,1380602.45815,-391538.776606,Kara Sea
526,1,2005,5,14,1747901.98474,-287796.386956,Kara Sea
527,1,2005,5,17,1780063.40333,-221718.617474,Kara Sea
528,1,2005,5,18,1782441.72474,-307347.212208,Kara Sea
529,1,2005,5,18,1777079.88635,-244483.011109,Kara Sea
530,8,2005,5,18,1780063.40333,-221718.617474,Kara Sea
531,6,2005,5,22,1852330.31863,-330506.230055,Kara Sea
532,1,2005,5,23,1702489.58807,-348954.853002,Kara Sea
533,1,2005,5,23,1706445.14561,-348214.174309,Kara Sea
534,6,2005,5,23,1714558.52382,-345715.64126,Kara Sea
535,4,2005,5,23,1775264.84081,-326355.896133,Kara Sea
536,1,2005,5,23,1779125.51867,-325995.705107,Kara Sea
537,1,2005,5,23,1784917.42675,-325447.303468,Kara Sea
538,1,2005,5,23,1788684.65198,-325596.612286,Kara Sea
539,3,2005,5,23,1790615.81299,-325410.044306,Kara Sea
540,2,2005,5,23,1792547.09099,-325222.393829,Kara Sea
541,7,2005,5,23,1796409.9964,-324843.845024,Kara Sea
542,3,2005,5,23,1800178.90711,-324984.629704,Kara Sea
543,27,2005,5,23,1827843.08604,-329429.820664,Kara Sea
544,3,2005,5,23,1826004.57605,-329098.468361,Kara Sea
545,27,2005,5,23,1822327.78357,-328435.804757,Kara Sea
546,1,2005,5,23,1818651.29389,-327773.195727,Kara Sea
547,6,2005,5,23,1811394.10366,-325921.241535,Kara Sea
548,3,2005,5,23,1809556.17726,-325590.54638,Kara Sea
549,1,2005,5,23,1805880.54982,-324929.196618,Kara Sea
550,1,2005,5,24,1300508.26415,-552033.006402,Franz Josef Land
551,1,2005,5,24,1321254.91868,-510713.166656,Kara Sea
552,1,2005,5,24,1322439.82354,-507637.086757,Kara Sea
553,1,2005,5,24,1330956.91248,-484867.194061,Kara Sea
554,0,1999,7,NaN,1217000.0,551000.0,Kara Sea
555,0,1999,7,NaN,1217000.0,546000.0,Kara Sea
556,0,1999,7,NaN,1217000.0,541000.0,Kara Sea
557,0,2001,8,NaN,1237000.0,541000.0,Kara Sea
558,0,1999,7,NaN,1217000.0,536000.0,Kara Sea
559,0,2001,8,NaN,1237000.0,536000.0,Kara Sea
560,0,1999,7,NaN,1217000.0,531000.0,Kara Sea
561,0,2001,8,NaN,1237000.0,531000.0,Kara Sea
562,0,1999,7,NaN,1217000.0,526000.0,Kara Sea
563,0,2001,8,NaN,1237000.0,526000.0,Kara Sea
564,0,1999,7,NaN,1217000.0,521000.0,Kara Sea
565,0,2001,8,NaN,1237000.0,521000.0,Kara Sea
566,0,1999,7,NaN,1217000.0,516000.0,Kara Sea
567,0,2001,8,NaN,1237000.0,516000.0,Kara Sea
568,0,1999,7,NaN,1217000.0,511000.0,Kara Sea
569,0,2001,8,NaN,1237000.0,511000.0,Kara Sea
570,0,2002,11,NaN,1307000.0,511000.0,Kara Sea
571,0,2002,11,NaN,1312000.0,511000.0,Kara Sea
572,0,1999,7,NaN,1217000.0,506000.0,Kara Sea
573,0,2001,8,NaN,1237000.0,506000.0,Kara Sea
574,0,2002,11,NaN,1307000.0,506000.0,Kara Sea
575,0,2002,11,NaN,1312000.0,506000.0,Kara Sea
576,0,1999,7,NaN,1217000.0,501000.0,Kara Sea
577,0,2001,8,NaN,1237000.0,501000.0,Kara Sea
578,0,2002,11,NaN,1307000.0,501000.0,Kara Sea
579,0,2002,11,NaN,1312000.0,501000.0,Kara Sea
580,0,1999,7,NaN,1217000.0,496000.0,Kara Sea
581,0,2001,8,NaN,1237000.0,496000.0,Kara Sea
582,0,2002,11,NaN,1307000.0,496000.0,Kara Sea
583,0,2002,11,NaN,1312000.0,496000.0,Kara Sea
584,0,1999,7,NaN,1217000.0,491000.0,Kara Sea
585,0,2001,8,NaN,1232000.0,491000.0,Kara Sea
586,0,2001,8,NaN,1237000.0,491000.0,Kara Sea
587,0,2002,11,NaN,1307000.0,491000.0,Kara Sea
588,0,2002,11,NaN,1312000.0,491000.0,Kara Sea
589,0,1999,7,NaN,1217000.0,486000.0,Kara Sea
590,0,2001,8,NaN,1232000.0,486000.0,Kara Sea
591,0,2002,11,NaN,1307000.0,486000.0,Kara Sea
592,0,2002,11,NaN,1312000.0,486000.0,Kara Sea
593,0,1999,7,NaN,1217000.0,481000.0,Kara Sea
594,0,2001,8,NaN,1232000.0,481000.0,Kara Sea
595,0,2002,11,NaN,1302000.0,481000.0,Kara Sea
596,0,2002,11,NaN,1307000.0,481000.0,Kara Sea
597,0,1999,7,NaN,1217000.0,476000.0,Kara Sea
598,0,1999,7,NaN,1222000.0,476000.0,Kara Sea
599,0,2001,8,NaN,1232000.0,476000.0,Kara Sea
600,0,2002,11,NaN,1302000.0,476000.0,Kara Sea
601,0,2002,11,NaN,1307000.0,476000.0,Kara Sea
602,0,1999,7,NaN,1222000.0,471000.0,Kara Sea
603,0,2001,8,NaN,1232000.0,471000.0,Kara Sea
604,0,2002,11,NaN,1302000.0,471000.0,Kara Sea
605,0,2002,11,NaN,1307000.0,471000.0,Kara Sea
606,0,1999,7,NaN,1222000.0,466000.0,Kara Sea
607,0,2001,8,NaN,1232000.0,466000.0,Kara Sea
608,0,2002,11,NaN,1302000.0,466000.0,Kara Sea
609,0,2002,11,NaN,1307000.0,466000.0,Kara Sea
610,0,1999,7,NaN,1222000.0,461000.0,Kara Sea
611,0,1999,7,NaN,1227000.0,461000.0,Kara Sea
612,0,2001,8,NaN,1232000.0,461000.0,Kara Sea
613,0,2002,11,NaN,1302000.0,461000.0,Kara Sea
614,0,2002,11,NaN,1307000.0,461000.0,Kara Sea
615,0,1999,7,NaN,1227000.0,456000.0,Kara Sea
616,0,2001,8,NaN,1232000.0,456000.0,Kara Sea
617,0,2002,11,NaN,1297000.0,456000.0,Kara Sea
618,0,2002,11,NaN,1302000.0,456000.0,Kara Sea
619,0,1999,7,NaN,1227000.0,451000.0,Kara Sea
620,0,2001,8,NaN,1232000.0,451000.0,Kara Sea
621,0,2002,11,NaN,1297000.0,451000.0,Kara Sea
622,0,2002,11,NaN,1302000.0,451000.0,Kara Sea
623,0,1999,7,NaN,1227000.0,446000.0,Kara Sea
624,0,2001,8,NaN,1232000.0,446000.0,Kara Sea
625,0,2002,11,NaN,1297000.0,446000.0,Kara Sea
626,0,2002,11,NaN,1302000.0,446000.0,Kara Sea
627,0,2001,8,NaN,1232000.0,441000.0,Kara Sea
628,0,2002,11,NaN,1297000.0,441000.0,Kara Sea
629,0,2002,11,NaN,1302000.0,441000.0,Kara Sea
630,0,2001,8,NaN,1232000.0,436000.0,Kara Sea
631,0,2002,11,NaN,1297000.0,436000.0,Kara Sea
632,0,2002,11,NaN,1302000.0,436000.0,Kara Sea
633,0,2001,8,NaN,1232000.0,431000.0,Kara Sea
634,0,1999,7,NaN,1237000.0,431000.0,Kara Sea
635,0,2002,11,NaN,1292000.0,431000.0,Kara Sea
636,0,2002,11,NaN,1297000.0,431000.0,Kara Sea
637,0,2001,8,NaN,1232000.0,426000.0,Kara Sea
638,0,1999,7,NaN,1237000.0,426000.0,Kara Sea
639,0,2002,11,NaN,1292000.0,426000.0,Kara Sea
640,0,2002,11,NaN,1297000.0,426000.0,Kara Sea
641,0,1999,7,NaN,1237000.0,421000.0,Kara Sea
642,0,2002,11,NaN,1292000.0,421000.0,Kara Sea
643,0,2002,11,NaN,1297000.0,421000.0,Kara Sea
644,0,2001,8,NaN,1237000.0,416000.0,Kara Sea
645,0,1999,7,NaN,1242000.0,416000.0,Kara Sea
646,0,2002,11,NaN,1292000.0,416000.0,Kara Sea
647,0,2002,11,NaN,1297000.0,416000.0,Kara Sea
648,0,2001,8,NaN,1237000.0,411000.0,Kara Sea
649,0,1999,7,NaN,1242000.0,411000.0,Kara Sea
650,0,2002,11,NaN,1287000.0,411000.0,Kara Sea
651,0,2002,11,NaN,1292000.0,411000.0,Kara Sea
652,0,2001,8,NaN,1237000.0,406000.0,Kara Sea
653,0,1999,7,NaN,1242000.0,406000.0,Kara Sea
654,0,2002,11,NaN,1287000.0,406000.0,Kara Sea
655,0,2002,11,NaN,1292000.0,406000.0,Kara Sea
656,0,2001,8,NaN,1237000.0,401000.0,Kara Sea
657,0,1999,7,NaN,1242000.0,401000.0,Kara Sea
658,0,1999,7,NaN,1247000.0,401000.0,Kara Sea
659,0,2002,11,NaN,1287000.0,401000.0,Kara Sea
660,0,2002,11,NaN,1292000.0,401000.0,Kara Sea
661,0,2001,8,NaN,1237000.0,396000.0,Kara Sea
662,0,2001,8,NaN,1242000.0,396000.0,Kara Sea
663,0,1999,7,NaN,1247000.0,396000.0,Kara Sea
664,0,2002,11,NaN,1287000.0,396000.0,Kara Sea
665,0,2002,11,NaN,1292000.0,396000.0,Kara Sea
666,0,2001,8,NaN,1242000.0,391000.0,Kara Sea
667,0,1999,7,NaN,1247000.0,391000.0,Kara Sea
668,0,2002,11,NaN,1287000.0,391000.0,Kara Sea
669,0,2002,11,NaN,1292000.0,391000.0,Kara Sea
670,0,2001,8,NaN,1242000.0,386000.0,Kara Sea
671,0,1999,7,NaN,1247000.0,386000.0,Kara Sea
672,0,1999,7,NaN,1252000.0,386000.0,Kara Sea
673,0,2002,11,NaN,1282000.0,386000.0,Kara Sea
674,0,2002,11,NaN,1287000.0,386000.0,Kara Sea
675,0,2002,11,NaN,1292000.0,386000.0,Kara Sea
676,0,2001,8,NaN,1242000.0,381000.0,Kara Sea
677,0,1999,7,NaN,1252000.0,381000.0,Kara Sea
678,0,2002,11,NaN,1282000.0,381000.0,Kara Sea
679,0,2002,11,NaN,1292000.0,381000.0,Kara Sea
680,0,2001,8,NaN,1242000.0,376000.0,Kara Sea
681,0,1999,7,NaN,1252000.0,376000.0,Kara Sea
682,0,1999,7,NaN,1257000.0,376000.0,Kara Sea
683,0,2002,11,NaN,1282000.0,376000.0,Kara Sea
684,0,2002,11,NaN,1292000.0,376000.0,Kara Sea
685,0,2001,8,NaN,1242000.0,371000.0,Kara Sea
686,0,2001,8,NaN,1247000.0,371000.0,Kara Sea
687,0,1999,7,NaN,1257000.0,371000.0,Kara Sea
688,0,2002,11,NaN,1282000.0,371000.0,Kara Sea
689,0,2002,11,NaN,1292000.0,371000.0,Kara Sea
690,0,2001,8,NaN,1247000.0,366000.0,Kara Sea
691,0,1999,7,NaN,1257000.0,366000.0,Kara Sea
692,0,2002,11,NaN,1277000.0,366000.0,Kara Sea
693,0,2002,11,NaN,1282000.0,366000.0,Kara Sea
694,0,2002,11,NaN,1292000.0,366000.0,Kara Sea
695,0,2001,8,NaN,1247000.0,361000.0,Kara Sea
696,0,1999,7,NaN,1257000.0,361000.0,Kara Sea
697,0,1999,7,NaN,1262000.0,361000.0,Kara Sea
698,0,2002,11,NaN,1277000.0,361000.0,Kara Sea
699,0,2002,11,NaN,1287000.0,361000.0,Kara Sea
700,0,2002,11,NaN,1292000.0,361000.0,Kara Sea
701,0,2001,8,NaN,1247000.0,356000.0,Kara Sea
702,0,1999,7,NaN,1262000.0,356000.0,Kara Sea
703,0,2002,11,NaN,1277000.0,356000.0,Kara Sea
704,0,2002,11,NaN,1287000.0,356000.0,Kara Sea
705,0,2001,8,NaN,1247000.0,351000.0,Kara Sea
706,0,2001,8,NaN,1252000.0,351000.0,Kara Sea
707,0,1999,7,NaN,1262000.0,351000.0,Kara Sea
708,0,2002,11,NaN,1277000.0,351000.0,Kara Sea
709,0,2002,11,NaN,1282000.0,351000.0,Kara Sea
710,0,2002,11,NaN,1287000.0,351000.0,Kara Sea
711,0,2001,8,NaN,1252000.0,346000.0,Kara Sea
712,0,1999,7,NaN,1262000.0,346000.0,Kara Sea
713,0,1999,7,NaN,1267000.0,346000.0,Kara Sea
714,0,2002,11,NaN,1282000.0,346000.0,Kara Sea
715,0,2002,11,NaN,1287000.0,346000.0,Kara Sea
716,0,2001,8,NaN,1252000.0,341000.0,Kara Sea
717,0,2001,8,NaN,1257000.0,341000.0,Kara Sea
718,0,1999,7,NaN,1267000.0,341000.0,Kara Sea
719,0,2002,11,NaN,1282000.0,341000.0,Kara Sea
720,0,2002,11,NaN,1287000.0,341000.0,Kara Sea
721,0,2001,8,NaN,1257000.0,336000.0,Kara Sea
722,0,1999,7,NaN,1267000.0,336000.0,Kara Sea
723,0,1999,7,NaN,1272000.0,336000.0,Kara Sea
724,0,2002,11,NaN,1287000.0,336000.0,Kara Sea
725,0,2001,8,NaN,1257000.0,331000.0,Kara Sea
726,0,1999,7,NaN,1272000.0,331000.0,Kara Sea
727,0,2002,11,NaN,1287000.0,331000.0,Kara Sea
728,0,2001,8,NaN,1257000.0,326000.0,Kara Sea
729,0,2001,8,NaN,1262000.0,326000.0,Kara Sea
730,0,1999,7,NaN,1272000.0,326000.0,Kara Sea
731,0,2002,11,NaN,1287000.0,326000.0,Kara Sea
732,0,2002,11,NaN,1292000.0,326000.0,Kara Sea
733,0,2001,8,NaN,1262000.0,321000.0,Kara Sea
734,0,1999,7,NaN,1272000.0,321000.0,Kara Sea
735,0,1999,7,NaN,1277000.0,321000.0,Kara Sea
736,0,2002,11,NaN,1287000.0,321000.0,Kara Sea
737,0,2002,11,NaN,1292000.0,321000.0,Kara Sea
738,0,2001,8,NaN,1262000.0,316000.0,Kara Sea
739,0,2001,8,NaN,1267000.0,316000.0,Kara Sea
740,0,1999,7,NaN,1277000.0,316000.0,Kara Sea
741,0,2002,11,NaN,1287000.0,316000.0,Kara Sea
742,0,2002,11,NaN,1292000.0,316000.0,Kara Sea
743,0,2002,11,NaN,1297000.0,316000.0,Kara Sea
744,0,2001,8,NaN,1267000.0,311000.0,Kara Sea
745,0,1999,7,NaN,1277000.0,311000.0,Kara Sea
746,0,1999,7,NaN,1282000.0,311000.0,Kara Sea
747,0,2002,11,NaN,1287000.0,311000.0,Kara Sea
748,0,2002,11,NaN,1292000.0,311000.0,Kara Sea
749,0,2002,11,NaN,1297000.0,311000.0,Kara Sea
750,0,2001,8,NaN,1267000.0,306000.0,Kara Sea
751,0,2001,8,NaN,1272000.0,306000.0,Kara Sea
752,0,1999,7,NaN,1282000.0,306000.0,Kara Sea
753,0,2002,11,NaN,1292000.0,306000.0,Kara Sea
754,0,2002,11,NaN,1297000.0,306000.0,Kara Sea
755,0,2002,11,NaN,1302000.0,306000.0,Kara Sea
756,0,2001,8,NaN,1272000.0,301000.0,Kara Sea
757,0,1999,7,NaN,1282000.0,301000.0,Kara Sea
758,0,1999,7,NaN,1287000.0,301000.0,Kara Sea
759,0,2002,11,NaN,1297000.0,301000.0,Kara Sea
760,0,2002,11,NaN,1302000.0,301000.0,Kara Sea
761,0,2001,8,NaN,1272000.0,296000.0,Kara Sea
762,0,2001,8,NaN,1277000.0,296000.0,Kara Sea
763,0,1999,7,NaN,1287000.0,296000.0,Kara Sea
764,0,1999,7,NaN,1292000.0,296000.0,Kara Sea
765,0,2002,11,NaN,1302000.0,296000.0,Kara Sea
766,0,2002,11,NaN,1307000.0,296000.0,Kara Sea
767,0,2002,11,NaN,1312000.0,296000.0,Kara Sea
768,0,2001,8,NaN,1277000.0,291000.0,Kara Sea
769,0,1999,7,NaN,1292000.0,291000.0,Kara Sea
770,0,1999,7,NaN,1297000.0,291000.0,Kara Sea
771,0,2002,11,NaN,1302000.0,291000.0,Kara Sea
772,0,2002,11,NaN,1307000.0,291000.0,Kara Sea
773,0,2002,11,NaN,1312000.0,291000.0,Kara Sea
774,0,2002,11,NaN,1317000.0,291000.0,Kara Sea
775,0,2001,8,NaN,1277000.0,286000.0,Kara Sea
776,0,1999,7,NaN,1297000.0,286000.0,Kara Sea
777,0,1999,7,NaN,1302000.0,286000.0,Kara Sea
778,0,2002,11,NaN,1307000.0,286000.0,Kara Sea
779,0,2002,11,NaN,1312000.0,286000.0,Kara Sea
780,0,2002,11,NaN,1317000.0,286000.0,Kara Sea
781,0,2002,11,NaN,1322000.0,286000.0,Kara Sea
782,0,2001,8,NaN,1277000.0,281000.0,Kara Sea
783,0,2001,8,NaN,1282000.0,281000.0,Kara Sea
784,0,1999,7,NaN,1307000.0,281000.0,Kara Sea
785,0,1999,7,NaN,1312000.0,281000.0,Kara Sea
786,0,2002,11,NaN,1317000.0,281000.0,Kara Sea
787,0,2002,11,NaN,1322000.0,281000.0,Kara Sea
788,0,2002,11,NaN,1327000.0,281000.0,Kara Sea
789,0,2002,11,NaN,1332000.0,281000.0,Kara Sea
790,0,2001,8,NaN,1282000.0,276000.0,Kara Sea
791,0,1999,7,NaN,1312000.0,276000.0,Kara Sea
792,0,1999,7,NaN,1317000.0,276000.0,Kara Sea
793,0,2002,11,NaN,1322000.0,276000.0,Kara Sea
794,0,2002,11,NaN,1327000.0,276000.0,Kara Sea
795,0,2002,11,NaN,1332000.0,276000.0,Kara Sea
796,0,2002,11,NaN,1337000.0,276000.0,Kara Sea
797,0,2001,8,NaN,1282000.0,271000.0,Kara Sea
798,0,2001,8,NaN,1287000.0,271000.0,Kara Sea
799,0,1999,7,NaN,1317000.0,271000.0,Kara Sea
800,0,1999,7,NaN,1322000.0,271000.0,Kara Sea
801,0,2002,11,NaN,1327000.0,271000.0,Kara Sea
802,0,2002,11,NaN,1332000.0,271000.0,Kara Sea
803,0,2002,11,NaN,1337000.0,271000.0,Kara Sea
804,0,2002,11,NaN,1342000.0,271000.0,Kara Sea
805,0,2002,11,NaN,1347000.0,271000.0,Kara Sea
806,0,2001,8,NaN,1287000.0,266000.0,Kara Sea
807,0,1999,7,NaN,1322000.0,266000.0,Kara Sea
808,0,1999,7,NaN,1327000.0,266000.0,Kara Sea
809,0,2002,11,NaN,1337000.0,266000.0,Kara Sea
810,0,2002,11,NaN,1342000.0,266000.0,Kara Sea
811,0,2002,11,NaN,1347000.0,266000.0,Kara Sea
812,0,2002,11,NaN,1352000.0,266000.0,Kara Sea
813,0,2002,11,NaN,1357000.0,266000.0,Kara Sea
814,0,2001,8,NaN,1287000.0,261000.0,Kara Sea
815,0,2001,8,NaN,1292000.0,261000.0,Kara Sea
816,0,1999,7,NaN,1327000.0,261000.0,Kara Sea
817,0,1999,7,NaN,1332000.0,261000.0,Kara Sea
818,0,1999,7,NaN,1337000.0,261000.0,Kara Sea
819,0,2002,11,NaN,1342000.0,261000.0,Kara Sea
820,0,2002,11,NaN,1347000.0,261000.0,Kara Sea
821,0,2002,11,NaN,1357000.0,261000.0,Kara Sea
822,0,2002,11,NaN,1362000.0,261000.0,Kara Sea
823,0,2002,11,NaN,1367000.0,261000.0,Kara Sea
824,0,2001,8,NaN,1292000.0,256000.0,Kara Sea
825,0,1999,7,NaN,1337000.0,256000.0,Kara Sea
826,0,1999,7,NaN,1342000.0,256000.0,Kara Sea
827,0,2002,11,NaN,1347000.0,256000.0,Kara Sea
828,0,2002,11,NaN,1352000.0,256000.0,Kara Sea
829,0,2002,11,NaN,1367000.0,256000.0,Kara Sea
830,0,2002,11,NaN,1372000.0,256000.0,Kara Sea
831,0,2001,8,NaN,1292000.0,251000.0,Kara Sea
832,0,2001,8,NaN,1297000.0,251000.0,Kara Sea
833,0,1999,7,NaN,1342000.0,251000.0,Kara Sea
834,0,1999,7,NaN,1347000.0,251000.0,Kara Sea
835,0,2002,11,NaN,1352000.0,251000.0,Kara Sea
836,0,2002,11,NaN,1357000.0,251000.0,Kara Sea
837,0,2002,11,NaN,1362000.0,251000.0,Kara Sea
838,0,2002,11,NaN,1372000.0,251000.0,Kara Sea
839,0,2002,11,NaN,1377000.0,251000.0,Kara Sea
840,0,2002,11,NaN,1382000.0,251000.0,Kara Sea
841,0,2001,8,NaN,1297000.0,246000.0,Kara Sea
842,0,1999,7,NaN,1347000.0,246000.0,Kara Sea
843,0,1999,7,NaN,1352000.0,246000.0,Kara Sea
844,0,2002,11,NaN,1362000.0,246000.0,Kara Sea
845,0,2002,11,NaN,1367000.0,246000.0,Kara Sea
846,0,2002,11,NaN,1382000.0,246000.0,Kara Sea
847,0,2002,11,NaN,1387000.0,246000.0,Kara Sea
848,0,2002,11,NaN,1392000.0,246000.0,Kara Sea
849,0,2001,8,NaN,1297000.0,241000.0,Kara Sea
850,0,2001,8,NaN,1302000.0,241000.0,Kara Sea
851,0,1999,7,NaN,1352000.0,241000.0,Kara Sea
852,0,1999,7,NaN,1357000.0,241000.0,Kara Sea
853,0,2002,11,NaN,1367000.0,241000.0,Kara Sea
854,0,2002,11,NaN,1372000.0,241000.0,Kara Sea
855,0,2002,11,NaN,1392000.0,241000.0,Kara Sea
856,0,2002,11,NaN,1397000.0,241000.0,Kara Sea
857,0,2002,11,NaN,1402000.0,241000.0,Kara Sea
858,0,2001,8,NaN,1302000.0,236000.0,Kara Sea
859,0,1999,7,NaN,1357000.0,236000.0,Kara Sea
860,0,1999,7,NaN,1362000.0,236000.0,Kara Sea
861,0,2002,11,NaN,1372000.0,236000.0,Kara Sea
862,0,2002,11,NaN,1377000.0,236000.0,Kara Sea
863,0,2002,11,NaN,1402000.0,236000.0,Kara Sea
864,0,2002,11,NaN,1407000.0,236000.0,Kara Sea
865,0,2001,8,NaN,1302000.0,231000.0,Kara Sea
866,0,2001,8,NaN,1307000.0,231000.0,Kara Sea
867,0,1999,7,NaN,1362000.0,231000.0,Kara Sea
868,0,2002,11,NaN,1377000.0,231000.0,Kara Sea
869,0,2002,11,NaN,1382000.0,231000.0,Kara Sea
